CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID
8926,Mohammed Acharya,61,2,,
8927,Mamatha Nayaka,38,9,,
8928,Ramesh Murthy,52,10,,
8929,Rekha Doddamani,43,1,,
8930,Indira Sharma,22,6,,
8931,Venkatesh Murthy,34,7,,
8932,Thimmaiah Kumar,43,1,,
8933,Uma Iyer,57,7,,
8934,Tejaswini Salian,52,7,,
8935,Ananya Suvarna,30,5,,
8936,Sharath Patil,28,8,,
8937,Vani Talawar,34,6,,
8938,Manjula Iyer,21,6,,
8939,Bindu Suvarna,29,2,,
8940,Savitha Desai,33,3,,
8941,Chaitra Pujari,53,9,,
8942,Hanumantha Mallya,42,2,,
8943,Ravi Patil,52,6,,
8944,Vijay Murthy,60,10,,
8945,Lokesh Khan,21,8,,
8946,Gowramma Naik,39,1,,
8947,Kalpana Hegde,50,10,,
8948,Lohith Kamath,28,9,,
8949,Pallavi Pujari,59,8,,
8950,Sabiha Murthy,32,1,,
8951,Lokesh Kodagu,62,3,,
8952,Vijay Khan,33,3,,
8953,Pooja Hadimani,45,10,,
8954,Basavaraj Shetty,42,6,,
8955,Ruksana Murthy,20,6,,
8956,Rachana Lamani,37,4,,
8957,Umesh Desai,59,6,,
8958,Kavya Reddy,21,7,,
8959,Ananya Hadimani,47,4,,
8960,Rizwan Shanbhag,60,8,,
8961,Sunitha Gowda,52,8,,
8962,Ganesh Desai,36,6,,
8963,Ganesh Hiremath,25,8,,
8964,Latha Reddy,56,6,,
8965,Vinay Patil,33,1,,
8966,Varun Iyer,35,2,,
8967,Tejaswini Hiremath,31,10,,
8968,Salman Doddamani,39,9,,
8969,Tanveer Shetty,48,7,,
8970,Ravi Badiger,31,5,,
8971,Varun Madiwalar,35,10,,
8972,Lalitha Sharma,31,5,,
8973,Meena Sharma,44,2,,
8974,Omkar Hegde,62,9,,
8975,Vinay Acharya,20,7,,
8976,Puneeth Hadimani,30,5,,
8977,Abdul Kattimani,34,4,,
8978,Abdul Pujari,51,7,,
8979,Manjunath Murthy,43,1,,
8980,Tanveer Doddamani,31,2,,
8981,Kavya Talawar,24,5,,
8982,Jagadish Lamani,25,8,,
8983,Bindu Kamath,31,5,,
8984,Srinivas Chavan,37,9,,
8985,Yashoda Uppar,53,8,,
8986,Vijay Sharma,21,8,,
8987,Pallavi Kamath,43,5,,
8988,Bhavya Belagavi,31,6,,
8989,Mamatha Shetty,29,4,,
8990,Uma Desai,48,1,,
8991,Sahana Sharma,56,5,,
8992,Manjula Devadiga,28,3,,
8993,Sunitha Kattimani,32,8,,
8994,Raghavendra Sharma,20,8,,
8995,Krishna Suvarna,37,8,,
8996,Jyothi Kumar,56,5,,
8997,Ayesha Bandi,59,1,,
8998,Harini Hiremath,33,5,,
8999,Pallavi Iyer,25,10,,
9000,Girish Reddy,55,7,,
9001,Varun Reddy,59,6,,
9002,Salman Mallya,62,10,,
9003,Netravati Rai,57,10,,
9004,Lalitha Pujari,55,9,,
9005,Basavaraj Gaonkar,34,2,,
9006,Yashwanth Bhat,59,10,,
9007,Shwetha Talawar,22,8,,
9008,Nandish Talawar,56,5,,
9009,Ravi Bhat,21,8,,
9010,Kamala Pawar,64,7,,
9011,Krishna Naik,46,5,,
9012,Karthik Kattimani,46,4,,
9013,Prakash Kamath,39,4,,
9014,Vani Chavan,35,3,,
9015,Puneeth Gaonkar,52,10,,
9016,Venkatesh Naik,23,10,,
9017,Sharath Kamath,23,7,,
9018,Rekha Iyer,62,10,,
9019,Lalitha Khan,47,5,,
9020,Roopa Nayaka,20,3,,
9021,Mamatha Kodagu,20,10,,
9022,Santosh Sharma,30,10,,
9023,Farhan Mudaliar,49,1,,
9024,Yashoda Hadimani,42,10,,
9025,Netravati Pujari,42,3,,
9026,Sunil Chavan,28,6,,
9027,Lalitha Pujari,52,5,,
9028,Bindu Bandi,21,1,,
9029,Yashwanth Pujari,35,7,,
9030,Chetan Pujari,54,7,,
9031,Chaitra Lamani,56,1,,
9032,Lakshmi Pawar,60,1,,
9033,Kamala Khan,65,2,,
9034,Karthik Talawar,43,3,,
9035,Chetan Gaonkar,40,8,,
9036,Sabiha Mallya,36,10,,
9037,Varun Khan,23,3,,
9038,Usha Patil,41,6,,
9039,Gopal Salian,62,6,,
9040,Hemalatha Kamath,52,9,,
9041,Anitha Doddamani,36,4,,
9042,Ramesh Wali,58,9,,
9043,Indira Kulkarni,42,3,,
9044,Savitha Naik,21,4,,
9045,Eshwar Jadhav,47,10,,
9046,Krishna Kodagu,24,6,,
9047,Nagaraj Naik,63,9,,
9048,Fatima Nayaka,47,4,,
9049,Kiran Rao,41,9,,
9050,Arun Doddamani,58,2,,
9051,Eshwar Uppar,51,9,,
9052,Noor Rai,59,4,,
9053,Anand Devadiga,55,6,,
9054,Naveen Wali,25,3,,
9055,Manjula Khan,52,6,,
9056,Chandana Mallya,64,4,,
9057,Nithin Shanbhag,61,7,,
9058,Nithin Hegde,30,4,,
9059,Naveen Desai,36,7,,
9060,Bhavya Hiremath,21,4,,
9061,Vani Lamani,24,4,,
9062,Divya Murthy,33,2,,
9063,Rajesh Belagavi,51,4,,
9064,Lokesh Belagavi,51,6,,
9065,Zameer Gowda,49,3,,
9066,Karthik Gowda,38,5,,
9067,Sabiha Naik,33,3,,
9068,Geetha Kattimani,46,8,,
9069,Vinay Bandi,48,4,,
9070,Harish Salian,20,4,,
9071,Chetan Mallya,53,9,,
9072,Anil Jadhav,39,1,,
9073,Nandini Doddamani,38,1,,
9074,Ramesh Pujari,20,1,,
9075,Dinesh Hiremath,23,7,,
9076,Sabiha Pawar,42,7,,
9077,Kamala Uppar,62,3,,
9078,Kalpana Pujari,62,8,,
9079,Savitha Iyer,27,4,,
9080,Mamatha Pujari,49,2,,
9081,Ruksana Shetty,20,5,,
9082,Kavya Devadiga,58,7,,
9083,Umesh Jadhav,65,7,,
9084,Naveen Gowda,53,8,,
9085,Pooja Desai,28,4,,
9086,Sunil Hadimani,53,6,,
9087,Puneeth Rai,45,9,,
9088,Mohammed Kamath,40,4,,
9089,Rajesh Naik,27,7,,
9090,Santosh Kumar,48,7,,
9091,Roopa Jadhav,58,3,,
9092,Jagadish Patil,21,3,,
9093,Rachana Jadhav,41,10,,
9094,Fatima Bandi,24,7,,
9095,Kavya Mudaliar,38,1,,
9096,Zameer Mudaliar,21,5,,
9097,Krishna Kulkarni,46,1,,
9098,Thimmaiah Acharya,26,6,,
9099,Zeenath Kumar,25,2,,
9100,Zameer Pawar,63,4,,
9101,Deepa Angadi,28,1,,
9102,Eshwar Shanbhag,34,2,,
9103,Gayathri Uppar,45,2,,
9104,Mamatha Gowda,57,4,,
9105,Uday Lamani,63,4,,
9106,Yogesh Desai,23,10,,
9107,Balaji Mallya,55,2,,
9108,Anitha Patil,34,1,,
9109,Geetha Shanbhag,47,9,,
9110,Devaraj Uppar,48,6,,
9111,Pallavi Madiwalar,40,1,,
9112,Meena Kattimani,52,6,,
9113,Harini Wali,58,1,,
9114,Tejaswini Naik,27,6,,
9115,Rekha Gowda,37,6,,
9116,Ganesh Angadi,23,9,,
9117,Nagaraj Rao,23,1,,
9118,Rajesh Angadi,34,4,,
9119,Fatima Rao,48,3,,
9120,Savitha Hegde,26,7,,
9121,Waseem Kamath,56,7,,
9122,Yashwanth Hegde,51,8,,
9123,Arun Kattimani,53,5,,
9124,Yashwanth Kodagu,63,6,,
9125,Imran Bandi,23,4,,
9126,Chetan Patil,45,4,,
9127,Nagaraj Jadhav,56,1,,
9128,Bindu Murthy,30,8,,
9129,Sandeep Reddy,37,7,,
9130,Chandru Kodagu,52,4,,
9131,Jyothi Hiremath,65,10,,
9132,Lalitha Kulkarni,59,6,,
9133,Basavaraj Kattimani,60,3,,
9134,Yogesh Shetty,20,1,,
9135,Roopa Shanbhag,34,1,,
9136,Sandeep Badiger,20,8,,
9137,Omkar Wali,37,8,,
9138,Rajesh Hadimani,36,9,,
9139,Gowramma Naik,47,1,,
9140,Sunil Salian,54,6,,
9141,Anitha Sharma,49,10,,
9142,Farhan Kodagu,50,8,,
9143,Varun Mallya,32,3,,
9144,Dinesh Talawar,62,10,,
9145,Geetha Murthy,28,6,,
9146,Fatima Hegde,26,4,,
9147,Chaitra Hiremath,26,7,,
9148,Mahesh Gowda,21,10,,
9149,Ramesh Kamath,36,7,,
9150,Umesh Gowda,56,7,,
9151,Kalpana Chavan,46,8,,
9152,Anand Iyer,62,5,,
9153,Mamatha Hegde,20,10,,
9154,Ravi Talawar,22,1,,
9155,Jyothi Kulkarni,27,3,,
9156,Thimmaiah Salian,53,9,,
9157,Balaji Pawar,64,8,,
9158,Anil Murthy,59,1,,
9159,Usha Nayaka,42,1,,
9160,Rajesh Kodagu,64,10,,
9161,Nagaraj Rai,30,10,,
9162,Pooja Kodagu,23,4,,
9163,Gowramma Belagavi,36,5,,
9164,Lakshmi Desai,23,9,,
9165,Krishna Sharma,47,3,,
9166,Sandeep Gaonkar,52,9,,
9167,Rekha Acharya,45,9,,
9168,Vani Rai,31,2,,
9169,Hanumantha Gaonkar,29,9,,
9170,Sunil Bhat,47,10,,
9171,Hanumantha Gaonkar,23,2,,
9172,Anand Pujari,61,10,,
9173,Zeenath Bhat,36,8,,
9174,Lalitha Wali,34,7,,
9175,Hanumantha Devadiga,45,1,,
9176,Vidya Badiger,44,10,,
9177,Darshan Rai,23,2,,
9178,Sunitha Hiremath,38,6,,
9179,Sahana Talawar,58,6,,
9180,Deepika Wali,56,9,,
9181,Sahana Murthy,38,8,,
9182,Ananya Rao,25,2,,
9183,Anand Rao,31,7,,
9184,Roopa Kodagu,48,8,,
9185,Jyothi Iyer,55,5,,
9186,Devaraj Pujari,43,8,,
9187,Anand Iyer,36,5,,
9188,Darshan Jadhav,41,7,,
9189,Manjula Hiremath,25,4,,
9190,Geetha Kattimani,36,7,,
9191,Umesh Pawar,40,5,,
9192,Uday Madiwalar,26,6,,
9193,Harini Wali,60,4,,
9194,Krishna Acharya,21,4,,
9195,Girish Bandi,49,8,,
9196,Madhu Belagavi,25,5,,
9197,Kavya Khan,29,1,,
9198,Kalpana Gaonkar,50,1,,
9199,Usha Hiremath,60,9,,
9200,Kamala Lamani,61,5,,
9201,Sandeep Nayaka,37,7,,
9202,Abdul Kulkarni,51,10,,
9203,Anil Wali,48,2,,
9204,Uday Hegde,35,3,,
9205,Waseem Wali,53,4,,
9206,Sahana Patil,48,6,,
9207,Varun Khan,49,4,,
9208,Ranganath Rao,65,6,,
9209,Lalitha Iyer,30,9,,
9210,Anand Kulkarni,23,7,,
9211,Waseem Kulkarni,29,6,,
9212,Jyothi Talawar,58,10,,
9213,Rizwan Badiger,59,4,,
9214,Triveni Acharya,32,8,,
9215,Jyothi Sharma,21,3,,
9216,Geetha Pawar,28,8,,
9217,Hemalatha Chavan,62,9,,
9218,Harish Uppar,49,1,,
9219,Jagadish Angadi,64,1,,
9220,Krishna Bhat,48,7,,
9221,Rachana Hegde,48,8,,
9222,Santosh Suvarna,35,4,,
9223,Dinesh Naik,36,3,,
9224,Vidya Gaonkar,55,4,,
9225,Latha Devadiga,40,2,,
9226,Sabiha Lamani,22,5,,
9227,Pavan Mudaliar,26,5,,
9228,Divya Acharya,27,6,,
9229,Praveen Mudaliar,62,6,,
9230,Karthik Suvarna,48,3,,
9231,Umesh Rao,60,4,,
9232,Pooja Bhat,44,6,,
9233,Santosh Angadi,60,10,,
9234,Ananya Salian,42,5,,
9235,Vidya Iyer,58,1,,
9236,Harini Rai,54,3,,
9237,Balaji Kumar,30,10,,
9238,Vinay Pawar,64,5,,
9239,Tejaswini Sharma,43,1,,
9240,Uma Mudaliar,52,10,,
9241,Ravi Murthy,40,8,,
9242,Karthik Kulkarni,20,10,,
9243,Ramesh Sharma,64,7,,
9244,Dhanya Acharya,37,3,,
9245,Pooja Nayaka,29,7,,
9246,Lalitha Patil,57,5,,
9247,Hemalatha Sharma,56,1,,
9248,Zameer Chavan,35,2,,
9249,Reshma Jadhav,45,3,,
9250,Meena Khan,55,9,,
9251,Usha Pujari,35,9,,
9252,Shwetha Badiger,20,7,,
9253,Ishwarya Sharma,44,1,,
9254,Arun Naik,54,9,,
9255,Gopal Hegde,35,4,,
9256,Lohith Gaonkar,39,3,,
9257,Usha Devadiga,27,9,,
9258,Padma Madiwalar,65,9,,
9259,Noor Shanbhag,26,4,,
9260,Deepika Shetty,36,3,,
9261,Yashoda Shetty,52,4,,
9262,Padma Devadiga,62,1,,
9263,Prakash Khan,60,7,,
9264,Girish Pujari,60,1,,
9265,Ranganath Uppar,26,1,,
9266,Uma Uppar,41,9,,
9267,Geetha Doddamani,27,3,,
9268,Anand Naik,31,7,,
9269,Indira Belagavi,28,1,,
9270,Sunitha Salian,62,1,,
9271,Farhan Angadi,56,1,,
9272,Naveen Doddamani,59,10,,
9273,Mamatha Hegde,31,3,,
9274,Bharathi Hadimani,39,1,,
9275,Srinivas Naik,26,8,,
9276,Harini Sharma,46,2,,
9277,Indira Doddamani,44,9,,
9278,Tanveer Iyer,43,10,,
9279,Ruksana Wali,64,5,,
9280,Anitha Rai,43,6,,
9281,Pavan Rai,43,10,,
9282,Raghavendra Talawar,33,3,,
9283,Sandeep Pawar,47,2,,
9284,Mamatha Devadiga,56,8,,
9285,Dinesh Suvarna,23,4,,
9286,Yogesh Acharya,41,1,,
9287,Hemalatha Hiremath,20,2,,
9288,Vidya Devadiga,23,1,,
9289,Jagadish Khan,48,1,,
9290,Ranganath Lamani,35,1,,
9291,Padma Naik,41,8,,
9292,Uma Angadi,51,8,,
9293,Hemalatha Belagavi,46,4,,
9294,Ishwarya Acharya,56,5,,
9295,Uma Bhat,42,6,,
9296,Manjula Khan,29,2,,
9297,Chaitra Uppar,49,1,,
9298,Rajesh Patil,20,3,,
9299,Tejaswini Lamani,46,8,,
9300,Gopal Pujari,59,4,,
9301,Ruksana Kodagu,43,5,,
9302,Indira Khan,46,10,,
9303,Triveni Chavan,27,8,,
9304,Varun Badiger,50,2,,
9305,Gayathri Uppar,44,3,,
9306,Pooja Hadimani,58,2,,
9307,Pavan Hadimani,35,2,,
9308,Fatima Hadimani,26,9,,
9309,Imran Kodagu,46,2,,
9310,Ravi Kamath,37,6,,
9311,Vani Kamath,31,8,,
9312,Pooja Shanbhag,20,1,,
9313,Tejaswini Reddy,64,3,,
9314,Gowramma Suvarna,20,1,,
9315,Gowramma Hadimani,51,6,,
9316,Chandana Shetty,30,7,,
9317,Sahana Iyer,41,5,,
9318,Rajesh Kumar,45,10,,
9319,Jagadish Kamath,35,2,,
9320,Girish Mallya,44,10,,
9321,Chandana Iyer,25,5,,
9322,Sunil Reddy,34,3,,
9323,Latha Murthy,60,8,,
9324,Pooja Uppar,41,7,,
9325,Padma Reddy,52,5,,
9326,Santosh Acharya,47,5,,
9327,Bharathi Badiger,32,6,,
9328,Kiran Khan,47,8,,
9329,Rekha Nayaka,43,3,,
9330,Karthik Talawar,42,8,,
9331,Reshma Belagavi,35,5,,
9332,Kalpana Rao,28,7,,
9333,Imran Pujari,53,1,,
9334,Raghavendra Doddamani,22,3,,
9335,Deepika Sharma,64,2,,
9336,Gowramma Hegde,29,6,,
9337,Latha Chavan,21,4,,
9338,Indira Gaonkar,64,6,,
9339,Usha Devadiga,56,3,,
9340,Kavya Bhat,54,5,,
9341,Yogesh Acharya,62,10,,
9342,Kavya Lamani,29,6,,
9343,Ayesha Devadiga,57,3,,
9344,Salman Naik,57,9,,
9345,Ayesha Bhat,43,6,,
9346,Ramesh Mallya,57,8,,
9347,Roopa Jadhav,26,8,,
9348,Eshwar Shanbhag,22,4,,
9349,Raghavendra Lamani,50,8,,
9350,Jyothi Gaonkar,49,10,,
9351,Noor Gowda,53,5,,
9352,Praveen Salian,35,2,,
9353,Devaraj Bhat,30,10,,
9354,Deepa Murthy,26,10,,
9355,Imran Reddy,64,10,,
9356,Srinivas Lamani,28,6,,
9357,Santosh Bhat,38,10,,
9358,Pooja Hadimani,52,8,,
9359,Pooja Murthy,65,8,,
9360,Kavya Sharma,30,10,,
9361,Divya Lamani,41,3,,
9362,Mohammed Belagavi,27,9,,
9363,Yashoda Hegde,25,3,,
9364,Anand Pawar,28,1,,
9365,Karthik Khan,51,2,,
9366,Pooja Gowda,56,3,,
9367,Vidya Suvarna,35,9,,
9368,Nagaraj Rao,56,7,,
9369,Pooja Patil,41,1,,
9370,Zeenath Pujari,36,7,,
9371,Meena Acharya,46,7,,
9372,Mohammed Lamani,58,6,,
9373,Karthik Wali,28,6,,
9374,Dinesh Kumar,27,3,,
9375,Rachana Hadimani,22,7,,
9376,Uma Iyer,53,6,,
9377,Gowramma Gaonkar,48,6,,
9378,Ishwarya Badiger,27,9,,
9379,Rekha Rao,45,1,,
9380,Bharathi Kodagu,48,1,,
9381,Savitha Murthy,25,6,,
9382,Ishwarya Rai,32,7,,
9383,Vidya Shetty,63,1,,
9384,Mamatha Devadiga,65,6,,
9385,Fatima Mallya,64,9,,
9386,Bharathi Mudaliar,52,3,,
9387,Usha Uppar,39,3,,
9388,Venkatesh Rai,42,4,,
9389,Sharath Kamath,65,4,,
9390,Lohith Nayaka,64,9,,
9391,Karthik Kodagu,44,4,,
9392,Rachana Acharya,20,3,,
9393,Chandana Nayaka,46,1,,
9394,Rachana Kumar,31,4,,
9395,Anil Bhat,56,1,,
9396,Indira Murthy,21,2,,
9397,Varun Suvarna,52,7,,
9398,Farhan Bandi,34,4,,
9399,Ranganath Kodagu,38,7,,
9400,Harini Rai,24,10,,
9401,Ananya Devadiga,29,5,,
9402,Indira Uppar,31,9,,
9403,Lohith Badiger,40,8,,
9404,Harish Uppar,60,7,,
9405,Usha Kattimani,47,1,,
9406,Shwetha Kulkarni,35,4,,
9407,Farhan Salian,21,4,,
9408,Gowramma Pawar,64,10,,
9409,Naveen Badiger,55,1,,
9410,Indira Gaonkar,45,7,,
9411,Manjula Shetty,37,1,,
9412,Naveen Rai,44,8,,
9413,Omkar Madiwalar,20,8,,
9414,Ayesha Devadiga,43,8,,
9415,Chandana Iyer,23,5,,
9416,Anand Rao,45,5,,
9417,Shivakumar Hadimani,27,8,,
9418,Rizwan Doddamani,57,9,,
9419,Usha Iyer,22,7,,
9420,Suresh Uppar,55,6,,
9421,Netravati Kamath,51,9,,
9422,Savitha Rao,40,1,,
9423,Chaitra Kodagu,37,3,,
9424,Umesh Naik,45,2,,
9425,Sunitha Wali,46,9,,
9426,Lakshmi Talawar,20,2,,
9427,Kamala Devadiga,52,7,,
9428,Uma Gowda,59,9,,
9429,Vijay Belagavi,51,5,,
9430,Yogesh Belagavi,58,4,,
9431,Ananya Khan,57,7,,
9432,Omkar Kamath,50,6,,
9433,Savitha Rai,48,6,,
9434,Rizwan Pawar,21,3,,
9435,Zameer Badiger,39,7,,
9436,Kavya Nayaka,32,5,,
9437,Nandish Shanbhag,33,7,,
9438,Omkar Kodagu,33,4,,
9439,Praveen Suvarna,57,3,,
9440,Santosh Jadhav,65,6,,
9441,Krishna Badiger,42,7,,
9442,Karthik Kamath,63,7,,
9443,Santosh Talawar,54,6,,
9444,Ishwarya Khan,63,1,,
9445,Manjula Pujari,24,8,,
9446,Chaitra Wali,35,1,,
9447,Divya Shetty,41,9,,
9448,Uma Hegde,53,8,,
9449,Eshwar Shanbhag,30,6,,
9450,Omkar Murthy,32,3,,
9451,Thimmaiah Bhat,51,2,,
9452,Raghavendra Suvarna,58,5,,
9453,Shwetha Rai,33,5,,
9454,Reshma Gaonkar,52,6,,
9455,Noor Jadhav,27,4,,
9456,Ishwarya Belagavi,63,5,,
9457,Sahana Madiwalar,44,9,,
9458,Tejaswini Belagavi,44,9,,
9459,Tejaswini Kodagu,56,5,,
9460,Kamala Hegde,56,2,,
9461,Farhan Shanbhag,36,2,,
9462,Kalpana Gaonkar,23,9,,
9463,Pallavi Kodagu,25,7,,
9464,Ranganath Kodagu,53,7,,
9465,Harini Mallya,26,3,,
9466,Bindu Suvarna,45,3,,
9467,Girish Naik,47,7,,
9468,Pooja Mudaliar,25,7,,
9469,Gowramma Chavan,64,9,,
9470,Imran Uppar,42,5,,
9471,Divya Hegde,26,4,,
9472,Naveen Kattimani,64,10,,
9473,Uma Mudaliar,46,7,,
9474,Pooja Bandi,60,4,,
9475,Yashoda Hegde,45,7,,
9476,Noor Kulkarni,63,9,,
9477,Darshan Hiremath,64,2,,
9478,Kiran Nayaka,50,10,,
9479,Kavya Kodagu,25,3,,
9480,Gopal Kodagu,44,6,,
9481,Umesh Doddamani,22,1,,
9482,Eshwar Reddy,56,1,,
9483,Vijay Wali,27,6,,
9484,Sharath Kamath,43,2,,
9485,Yashoda Angadi,58,10,,
9486,Kavya Mallya,39,3,,
9487,Vani Belagavi,38,4,,
9488,Kiran Nayaka,50,1,,
9489,Ruksana Gowda,58,5,,
9490,Pavan Murthy,26,1,,
9491,Shivakumar Bhat,39,2,,
9492,Chandru Uppar,48,10,,
9493,Vinay Mallya,34,1,,
9494,Nandish Kumar,43,8,,
9495,Rizwan Naik,31,10,,
9496,Pallavi Chavan,55,4,,
9497,Balaji Desai,35,8,,
9498,Divya Suvarna,21,1,,
9499,Tanveer Jadhav,47,9,,
9500,Indira Bhat,22,7,,
9501,Dinesh Madiwalar,23,5,,
9502,Sharath Uppar,47,3,,
9503,Shivakumar Kulkarni,51,1,,
9504,Venkatesh Devadiga,41,7,,
9505,Triveni Shetty,48,5,,
9506,Lohith Reddy,56,8,,
9507,Divya Kumar,20,10,,
9508,Anitha Desai,29,6,,
9509,Roopa Mudaliar,31,6,,
9510,Hemalatha Mudaliar,48,9,,
9511,Sunitha Hadimani,59,10,,
9512,Anil Chavan,28,5,,
9513,Nithin Rao,55,6,,
9514,Tejaswini Doddamani,32,3,,
9515,Bharathi Rao,22,6,,
9516,Pavan Mallya,45,8,,
9517,Harish Kulkarni,28,8,,
9518,Lokesh Badiger,38,3,,
9519,Kiran Devadiga,55,8,,
9520,Salman Mudaliar,54,4,,
9521,Nandini Khan,24,8,,
9522,Ananya Hegde,56,4,,
9523,Chandana Mudaliar,26,8,,
9524,Gayathri Hiremath,46,9,,
9525,Sandeep Hiremath,26,7,,
9526,Sahana Kulkarni,51,10,,
9527,Vidya Shetty,61,8,,
9528,Girish Jadhav,32,7,,
9529,Ayesha Sharma,42,8,,
9530,Shwetha Murthy,55,4,,
9531,Pallavi Hiremath,49,7,,
9532,Praveen Gaonkar,59,9,,
9533,Manjula Rai,64,1,,
9534,Venkatesh Desai,49,5,,
9535,Krishna Sharma,45,7,,
9536,Deepika Uppar,24,3,,
9537,Roopa Jadhav,65,9,,
9538,Fatima Madiwalar,57,6,,
9539,Anitha Rai,32,5,,
9540,Lalitha Uppar,22,8,,
9541,Pooja Lamani,45,9,,
9542,Chaitra Patil,22,5,,
9543,Imran Chavan,48,4,,
9544,Karthik Khan,24,10,,
9545,Pooja Hadimani,30,2,,
9546,Yashwanth Suvarna,65,1,,
9547,Dhanya Hadimani,21,2,,
9548,Gowramma Suvarna,58,10,,
9549,Chaitra Khan,46,10,,
9550,Harish Kamath,26,4,,
9551,Deepika Mudaliar,40,3,,
9552,Srinivas Bandi,47,7,,
9553,Padma Kamath,20,3,,
9554,Pooja Kamath,27,8,,
9555,Imran Pujari,33,3,,
9556,Tejaswini Talawar,20,3,,
9557,Rizwan Desai,34,5,,
9558,Geetha Kulkarni,23,2,,
9559,Madhu Patil,36,4,,
9560,Srinivas Belagavi,54,2,,
9561,Nithin Rai,38,7,,
9562,Lohith Madiwalar,47,9,,
9563,Lohith Acharya,39,9,,
9564,Manjunath Khan,50,2,,
9565,Zameer Mudaliar,49,2,,
9566,Netravati Mudaliar,29,6,,
9567,Rajesh Mudaliar,35,10,,
9568,Nagaraj Kamath,54,6,,
9569,Balaji Lamani,55,3,,
9570,Suresh Gaonkar,59,10,,
9571,Indira Salian,29,2,,
9572,Yashwanth Gaonkar,38,5,,
9573,Noor Madiwalar,38,1,,
9574,Anil Hiremath,36,4,,
9575,Deepa Wali,62,5,,
9576,Deepa Rao,62,1,,
9577,Usha Belagavi,24,7,,
9578,Netravati Salian,38,2,,
9579,Vani Kumar,26,10,,
9580,Savitha Naik,60,1,,
9581,Sharath Suvarna,32,6,,
9582,Geetha Talawar,49,3,,
9583,Lohith Lamani,37,1,,
9584,Zameer Mallya,60,7,,
9585,Mahesh Badiger,31,5,,
9586,Shivakumar Pujari,39,3,,
9587,Suresh Rai,25,4,,
9588,Vidya Belagavi,63,10,,
9589,Zeenath Uppar,27,2,,
9590,Sharath Hegde,22,7,,
9591,Gayathri Bhat,31,8,,
9592,Girish Kamath,56,9,,
9593,Lakshmi Kulkarni,32,2,,
9594,Nagaraj Lamani,33,1,,
9595,Fatima Rao,63,8,,
9596,Salman Hadimani,22,4,,
9597,Krishna Uppar,62,8,,
9598,Ruksana Salian,30,8,,
9599,Bharathi Kulkarni,22,8,,
9600,Devaraj Kulkarni,60,4,,
9601,Imran Mudaliar,34,6,,
9602,Sabiha Madiwalar,51,10,,
9603,Anitha Pawar,58,7,,
9604,Ganesh Lamani,49,9,,
9605,Mahesh Angadi,38,7,,
9606,Ishwarya Chavan,32,5,,
9607,Arun Mallya,62,6,,
9608,Pallavi Belagavi,52,1,,
9609,Anil Kodagu,44,6,,
9610,Nithin Devadiga,34,9,,
9611,Eshwar Reddy,55,1,,
9612,Ravi Desai,44,3,,
9613,Venkatesh Kodagu,25,9,,
9614,Tejaswini Madiwalar,25,8,,
9615,Kiran Pujari,24,10,,
9616,Rekha Wali,63,2,,
9617,Arun Naik,40,6,,
9618,Harini Kodagu,20,8,,
9619,Mohammed Bandi,21,4,,
9620,Dinesh Khan,60,3,,
9621,Lohith Reddy,26,7,,
9622,Uday Hadimani,61,1,,
9623,Sahana Hadimani,49,6,,
9624,Vani Mallya,21,2,,
9625,Ravi Iyer,42,3,,
9626,Manjunath Shetty,45,4,,
9627,Sharath Pawar,24,4,,
9628,Rekha Lamani,45,2,,
9629,Ruksana Bandi,59,2,,
9630,Rekha Pawar,54,6,,
9631,Sharath Sharma,65,6,,
9632,Triveni Bhat,48,9,,
9633,Darshan Kumar,53,8,,
9634,Rajesh Uppar,47,4,,
9635,Chandana Rao,42,6,,
9636,Lohith Hiremath,40,4,,
9637,Anitha Doddamani,36,10,,
9638,Kiran Devadiga,36,9,,
9639,Netravati Gowda,32,10,,
9640,Vani Nayaka,45,3,,
9641,Eshwar Jadhav,30,6,,
9642,Padma Gowda,32,7,,
9643,Venkatesh Sharma,34,6,,
9644,Farhan Kattimani,61,8,,
9645,Thimmaiah Desai,56,2,,
9646,Thimmaiah Kattimani,52,5,,
9647,Dinesh Kamath,40,3,,
9648,Vinay Sharma,62,9,,
9649,Omkar Uppar,29,1,,
9650,Pallavi Rai,65,3,,
9651,Lohith Badiger,31,10,,
9652,Rizwan Murthy,26,7,,
9653,Naveen Nayaka,30,4,,
9654,Gowramma Kumar,57,4,,
9655,Deepika Lamani,27,7,,
9656,Gopal Pawar,27,1,,
9657,Pavan Rao,26,1,,
9658,Praveen Belagavi,36,8,,
9659,Krishna Talawar,23,10,,
9660,Darshan Angadi,62,7,,
9661,Usha Murthy,38,5,,
9662,Ramesh Khan,37,10,,
9663,Abdul Belagavi,23,3,,
9664,Sunitha Naik,58,8,,
9665,Puneeth Khan,36,5,,
9666,Pooja Uppar,59,5,,
9667,Pooja Iyer,28,1,,
9668,Nandish Khan,41,7,,
9669,Lakshmi Suvarna,26,8,,
9670,Puneeth Wali,27,6,,
9671,Nagaraj Jadhav,62,6,,
9672,Srinivas Hegde,20,8,,
9673,Ravi Khan,31,6,,
9674,Naveen Wali,41,1,,
9675,Harish Patil,58,10,,
9676,Sandeep Doddamani,20,1,,
9677,Ganesh Kattimani,40,10,,
