CaseMasterID,VictimName,AgeYear,GenderID
8200,Noor Pujari,30,F
8200,Hanumantha Lamani,27,M
8201,Nithin Jadhav,37,M
8201,Bindu Salian,37,F
8202,Reshma Kattimani,60,F
8202,Noor Sharma,57,F
8205,Prakash Hadimani,47,M
8205,Varun Iyer,68,M
8206,Eshwar Devadiga,22,M
8207,Dinesh Reddy,21,M
8208,Anand Bhat,65,M
8209,Manjunath Suvarna,28,M
8209,Salman Mudaliar,62,M
8210,Kalpana Iyer,34,F
8211,Gowramma Nayaka,42,F
8212,Nandish Belagavi,19,M
8212,Chandru Bandi,29,M
8213,Chandana Acharya,51,F
8213,Pavan Madiwalar,21,M
8214,Lalitha Pujari,61,F
8218,Thimmaiah Badiger,25,M
8221,Dhanya Kodagu,38,F
8221,Gayathri Pawar,54,F
8222,Sunitha Devadiga,33,F
8222,Eshwar Pawar,70,M
8223,Vidya Kattimani,46,F
8226,Netravati Salian,54,F
8228,Krishna Sharma,28,M
8228,Harini Gaonkar,32,F
8230,Uma Bhat,25,F
8230,Sunitha Madiwalar,23,F
8232,Mahesh Shanbhag,69,M
8234,Anitha Salian,28,F
8234,Manjula Jadhav,54,F
8236,Krishna Bandi,53,M
8238,Venkatesh Rai,47,M
8238,Ramesh Kattimani,65,M
8239,Varun Desai,37,M
8240,Ganesh Badiger,16,M
8240,Deepika Bandi,38,F
8241,Mohammed Gaonkar,61,M
8241,Santosh Hadimani,29,M
8244,Prakash Belagavi,26,M
8247,Kalpana Shanbhag,40,F
8248,Noor Kulkarni,25,F
8249,Hanumantha Salian,61,M
8251,Ayesha Kodagu,16,F
8252,Meena Doddamani,54,F
8252,Basavaraj Gowda,48,M
8253,Mohammed Hiremath,46,M
8253,Vani Jadhav,43,F
8254,Geetha Gowda,45,F
8254,Zameer Badiger,38,M
8255,Kalpana Kattimani,60,F
8255,Shwetha Shetty,60,F
8256,Noor Pawar,46,F
8257,Deepika Kodagu,47,F
8258,Latha Bandi,48,F
8258,Sunitha Naik,19,F
8259,Ayesha Iyer,40,F
8260,Hanumantha Bhat,52,M
8260,Sunil Pawar,33,M
8261,Ramesh Talawar,48,M
8261,Vidya Talawar,20,F
8262,Gayathri Mudaliar,22,F
8263,Triveni Gaonkar,26,F
8263,Srinivas Kattimani,56,M
8265,Gayathri Mudaliar,34,F
8265,Sunitha Angadi,35,F
8273,Krishna Talawar,23,M
8274,Chandana Badiger,22,F
8274,Netravati Angadi,69,F
8275,Gowramma Mallya,52,F
8275,Umesh Kulkarni,50,M
8276,Sandeep Doddamani,36,M
8276,Anand Hiremath,16,M
8278,Suresh Shanbhag,30,M
8278,Suresh Angadi,40,M
8279,Varun Sharma,65,M
8282,Yashwanth Murthy,62,M
8283,Anitha Salian,27,F
8283,Geetha Bhat,53,F
8284,Rajesh Madiwalar,61,M
8284,Anand Mallya,32,M
8287,Tejaswini Badiger,18,F
8287,Vinay Hiremath,41,M
8290,Usha Nayaka,55,F
8290,Mahesh Reddy,29,M
8292,Hemalatha Bhat,57,F
8294,Lalitha Rai,64,F
8294,Sunil Chavan,61,M
8295,Chandru Rao,21,M
8295,Harish Desai,48,M
8298,Arun Kulkarni,43,M
8299,Jyothi Khan,17,F
8300,Reshma Kulkarni,66,F
8301,Deepa Lamani,37,F
8302,Netravati Uppar,56,F
8303,Yogesh Bhat,61,M
8306,Ravi Patil,24,M
8309,Anil Devadiga,60,M
8309,Sahana Acharya,36,F
8310,Dinesh Acharya,16,M
8311,Sharath Hiremath,22,M
8311,Anitha Reddy,44,F
8313,Manjula Wali,44,F
8314,Mahesh Murthy,31,M
8317,Anand Nayaka,54,M
8318,Shwetha Badiger,63,F
8318,Farhan Bandi,41,M
8321,Uday Jadhav,69,M
8321,Divya Gowda,69,F
8324,Yashoda Kattimani,57,F
8324,Abdul Chavan,30,M
8325,Bharathi Lamani,45,F
8325,Anitha Kulkarni,57,F
8326,Praveen Kodagu,20,M
8326,Ishwarya Badiger,44,F
8327,Puneeth Mallya,63,M
8327,Kiran Kodagu,66,M
8328,Lohith Doddamani,49,M
8330,Rajesh Kulkarni,18,M
8330,Darshan Wali,44,M
8332,Shivakumar Mudaliar,56,M
8332,Ananya Kodagu,44,F
8333,Girish Rai,21,M
8334,Kavya Mallya,17,F
8335,Naveen Devadiga,22,M
8336,Shwetha Kamath,17,F
8336,Harini Gaonkar,47,F
8337,Lokesh Angadi,63,M
8337,Waseem Kattimani,67,M
8338,Anand Sharma,19,M
8339,Harini Rai,50,F
8340,Akshata Hegde,37,F
8341,Nagaraj Chavan,50,M
8341,Dhanya Kodagu,40,F
8342,Usha Desai,65,F
8342,Darshan Iyer,59,M
8346,Chandana Desai,22,F
8346,Meena Badiger,55,F
8347,Darshan Suvarna,52,M
8347,Ananya Khan,42,F
8348,Farhan Gaonkar,59,M
8348,Vidya Jadhav,63,F
8350,Triveni Khan,42,F
8350,Chetan Devadiga,69,M
8354,Kiran Jadhav,19,M
8354,Farhan Wali,36,M
8355,Tejaswini Doddamani,38,F
8355,Kiran Nayaka,53,M
8356,Usha Khan,34,F
8356,Jyothi Salian,46,F
8357,Karthik Mudaliar,25,M
8357,Hanumantha Hiremath,40,M
8358,Yogesh Nayaka,67,M
8358,Indira Angadi,36,F
8359,Vidya Mudaliar,70,F
8360,Tejaswini Suvarna,29,F
8360,Pallavi Desai,26,F
8362,Prakash Gaonkar,19,M
8362,Gowramma Devadiga,67,F
8363,Omkar Murthy,50,M
8363,Madhu Gaonkar,49,M
8364,Tejaswini Devadiga,59,F
8366,Chandana Bandi,16,F
8367,Ravi Kamath,62,M
8367,Deepika Shanbhag,43,F
8368,Umesh Patil,62,M
8369,Pavan Bhat,60,M
8369,Zeenath Hiremath,41,F
8370,Ruksana Mallya,64,F
8370,Waseem Rai,34,M
8372,Gopal Hadimani,62,M
8373,Chandru Shanbhag,33,M
8373,Gopal Desai,23,M
8374,Ruksana Reddy,69,F
8376,Savitha Madiwalar,57,F
8377,Harish Gaonkar,47,M
8377,Mohammed Rao,57,M
8378,Suresh Salian,54,M
8380,Farhan Badiger,61,M
8380,Rajesh Kumar,25,M
8381,Omkar Salian,59,M
8381,Srinivas Badiger,67,M
8382,Anil Belagavi,32,M
8382,Kiran Mudaliar,25,M
8384,Girish Kulkarni,32,M
8384,Pooja Lamani,28,F
8386,Venkatesh Desai,66,M
8386,Farhan Wali,33,M
8387,Anil Khan,16,M
8388,Karthik Shanbhag,50,M
8389,Lalitha Bhat,16,F
8389,Triveni Patil,69,F
8392,Gowramma Iyer,31,F
8392,Krishna Devadiga,34,M
8393,Meena Iyer,51,F
8393,Srinivas Gaonkar,48,M
8395,Hanumantha Bhat,35,M
8395,Fatima Lamani,55,F
8396,Praveen Madiwalar,67,M
8396,Ayesha Desai,39,F
8397,Puneeth Khan,50,M
8397,Deepika Murthy,54,F
8398,Balaji Bhat,41,M
8398,Mamatha Hadimani,52,F
8403,Kiran Hiremath,66,M
8403,Ruksana Mudaliar,26,F
8405,Kiran Shetty,29,M
8406,Raghavendra Hiremath,61,M
8406,Lalitha Hegde,44,F
8411,Arun Desai,46,M
8412,Vidya Jadhav,18,F
8412,Vidya Lamani,25,F
8413,Krishna Kulkarni,27,M
8414,Omkar Salian,57,M
8415,Ananya Murthy,63,F
8415,Zeenath Kulkarni,48,F
8416,Lakshmi Jadhav,34,F
8417,Praveen Reddy,66,M
8418,Santosh Doddamani,27,M
8418,Bharathi Salian,28,F
8420,Sabiha Kulkarni,26,F
8420,Akshata Kamath,64,F
8421,Bindu Patil,63,F
8422,Arun Uppar,20,M
8422,Roopa Talawar,57,F
8423,Sharath Pujari,40,M
8423,Deepika Reddy,19,F
8425,Lakshmi Patil,50,F
8425,Padma Hiremath,45,F
8426,Shwetha Devadiga,24,F
8427,Sunitha Uppar,47,F
8428,Lakshmi Mallya,59,F
8428,Yashoda Rai,69,F
8429,Gopal Shetty,38,M
8429,Mamatha Sharma,60,F
8430,Uday Sharma,32,M
8430,Salman Angadi,31,M
8432,Anil Iyer,19,M
8432,Lokesh Sharma,44,M
8433,Sushma Kattimani,26,F
8433,Anitha Murthy,52,F
8434,Noor Pujari,49,F
8434,Indira Acharya,26,F
8435,Lokesh Jadhav,56,M
8435,Uday Kamath,18,M
8436,Rekha Pujari,24,F
8436,Sharath Pujari,39,M
8437,Harini Mallya,34,F
8437,Harini Mallya,42,F
8439,Noor Lamani,51,F
8440,Netravati Gowda,62,F
8441,Dhanya Lamani,38,F
8443,Girish Khan,35,M
8443,Bindu Wali,25,F
8444,Ravi Rai,53,M
8445,Sabiha Salian,66,F
8445,Shivakumar Hegde,54,M
8448,Geetha Pawar,48,F
8449,Rekha Desai,68,F
8450,Zeenath Uppar,66,F
8451,Raghavendra Bandi,41,M
8451,Mohammed Hadimani,57,M
8452,Lalitha Mallya,18,F
8453,Zeenath Acharya,18,F
8453,Jyothi Rao,52,F
8455,Vijay Kulkarni,49,M
8455,Manjula Reddy,24,F
8456,Bharathi Hadimani,61,F
8456,Zeenath Rao,40,F
8458,Uma Sharma,70,F
8459,Shivakumar Belagavi,22,M
8459,Ananya Kumar,43,F
8460,Ruksana Patil,59,F
8460,Raghavendra Hadimani,64,M
8461,Reshma Gowda,62,F
8461,Srinivas Gaonkar,36,M
8464,Mamatha Angadi,41,F
8464,Rekha Mudaliar,54,F
8466,Sunitha Kulkarni,25,F
8467,Pooja Naik,27,F
8467,Kamala Rai,58,F
8468,Fatima Pawar,23,F
8469,Deepa Mallya,27,F
8471,Madhu Nayaka,46,M
8471,Vani Chavan,48,F
8472,Divya Badiger,19,F
8472,Sahana Badiger,62,F
8476,Vijay Badiger,17,M
8478,Vinay Acharya,27,M
8478,Chetan Talawar,31,M
8479,Praveen Gaonkar,48,M
8480,Thimmaiah Kattimani,23,M
8480,Harini Shetty,40,F
8481,Netravati Angadi,17,F
8481,Zameer Mudaliar,68,M
8482,Raghavendra Reddy,27,M
8482,Pooja Belagavi,31,F
8488,Dinesh Naik,20,M
8488,Raghavendra Nayaka,38,M
8490,Imran Angadi,66,M
8490,Harini Devadiga,49,F
8493,Salman Kumar,48,M
8493,Raghavendra Angadi,23,M
8494,Srinivas Bhat,49,M
8496,Nithin Hegde,53,M
8497,Deepa Madiwalar,42,F
8498,Jagadish Murthy,48,M
8498,Bhavya Naik,21,F
8500,Mamatha Khan,42,F
8501,Noor Talawar,70,F
8502,Darshan Mudaliar,37,M
8502,Rekha Chavan,39,F
8503,Vani Salian,33,F
8504,Mahesh Rao,55,M
8504,Arun Kamath,20,M
8505,Pooja Salian,22,F
8505,Santosh Bhat,55,M
8506,Yashoda Badiger,27,F
8507,Mamatha Mallya,16,F
8507,Reshma Gaonkar,24,F
8508,Hemalatha Hiremath,26,F
8508,Gowramma Bhat,37,F
8511,Nandini Murthy,55,F
8512,Gowramma Lamani,65,F
8512,Yashoda Doddamani,64,F
8513,Waseem Mallya,43,M
8515,Uma Jadhav,46,F
8515,Ranganath Khan,68,M
8516,Savitha Reddy,62,F
8517,Pooja Kodagu,41,F
8518,Chandana Murthy,37,F
8518,Srinivas Jadhav,27,M
8519,Sandeep Gaonkar,21,M
8519,Geetha Shetty,46,F
8522,Kiran Mudaliar,59,M
8522,Mamatha Madiwalar,47,F
8523,Pooja Hiremath,66,F
8523,Rizwan Jadhav,33,M
8524,Devaraj Chavan,60,M
8527,Krishna Shanbhag,24,M
8527,Yashoda Pujari,22,F
8528,Ishwarya Shanbhag,21,F
8529,Chandana Hiremath,52,F
8529,Gopal Mallya,35,M
8530,Tejaswini Mallya,65,F
8531,Lalitha Jadhav,40,F
8531,Anil Badiger,31,M
8533,Srinivas Kulkarni,40,M
8533,Latha Hadimani,21,F
8535,Sabiha Rai,36,F
8536,Kalpana Mallya,70,F
8537,Raghavendra Belagavi,69,M
8538,Chaitra Murthy,27,F
8538,Anitha Khan,45,F
8540,Prakash Kodagu,51,M
8542,Madhu Uppar,23,M
8542,Kiran Shetty,51,M
8543,Hanumantha Badiger,37,M
8543,Vinay Kodagu,43,M
8544,Uday Kumar,64,M
8544,Uday Angadi,66,M
8546,Gowramma Iyer,27,F
8548,Divya Wali,34,F
8548,Waseem Badiger,21,M
8549,Lakshmi Wali,20,F
8550,Tejaswini Jadhav,28,F
8551,Hemalatha Bandi,30,F
8551,Rajesh Naik,52,M
8552,Zeenath Reddy,65,F
8552,Farhan Murthy,32,M
8554,Manjunath Mallya,19,M
8554,Divya Hiremath,36,F
8555,Rachana Acharya,68,F
8555,Ruksana Devadiga,34,F
8556,Hemalatha Shetty,20,F
8556,Pavan Rai,34,M
8558,Nandini Iyer,44,F
8559,Roopa Rai,22,F
8559,Dinesh Gaonkar,37,M
8560,Girish Salian,65,M
8563,Chandru Desai,36,M
8568,Bindu Bandi,29,F
8569,Jagadish Jadhav,46,M
8571,Harini Sharma,58,F
8572,Usha Patil,30,F
8572,Waseem Badiger,37,M
8574,Ananya Madiwalar,62,F
8575,Manjula Devadiga,67,F
8576,Yashwanth Naik,52,M
8576,Vinay Kattimani,53,M
8577,Ananya Angadi,37,F
8579,Nithin Talawar,27,M
8580,Salman Suvarna,19,M
8580,Harini Badiger,32,F
8581,Yashoda Naik,23,F
8581,Latha Madiwalar,45,F
8582,Bharathi Patil,22,F
8583,Yashwanth Kumar,50,M
8584,Reshma Belagavi,34,F
8584,Nandini Chavan,57,F
8587,Usha Salian,29,F
8587,Nandini Mallya,38,F
8589,Zeenath Talawar,36,F
8589,Salman Rao,50,M
8590,Uma Kulkarni,45,F
8590,Nagaraj Lamani,61,M
8591,Rizwan Khan,53,M
8592,Vidya Kodagu,45,F
8595,Ishwarya Kattimani,31,F
8595,Prakash Suvarna,62,M
8596,Praveen Murthy,48,M
8597,Yashwanth Bhat,32,M
8598,Ishwarya Jadhav,39,F
8598,Prakash Jadhav,36,M
8599,Rizwan Patil,55,M
8601,Omkar Desai,66,M
8602,Divya Rao,57,F
8603,Dinesh Kulkarni,62,M
8605,Sushma Jadhav,45,F
8605,Imran Lamani,51,M
8606,Ganesh Nayaka,36,M
8606,Ravi Naik,43,M
8608,Ruksana Wali,18,F
8610,Krishna Talawar,27,M
8611,Zeenath Bandi,30,F
8611,Vidya Gowda,29,F
8613,Krishna Lamani,45,M
8614,Girish Kamath,61,M
8616,Sandeep Uppar,42,M
8618,Anand Pawar,35,M
8620,Padma Sharma,36,F
8621,Raghavendra Hegde,53,M
8621,Deepa Iyer,41,F
8622,Mamatha Wali,29,F
8624,Latha Hiremath,43,F
8624,Shivakumar Chavan,29,M
8625,Omkar Khan,53,M
8629,Netravati Shanbhag,20,F
8631,Dhanya Badiger,21,F
8631,Pavan Talawar,19,M
8636,Ayesha Madiwalar,41,F
8637,Imran Doddamani,25,M
8639,Varun Kodagu,27,M
8639,Nandish Reddy,24,M
8640,Gopal Khan,16,M
8640,Rizwan Kattimani,34,M
8641,Gayathri Angadi,65,F
8641,Sandeep Badiger,33,M
8642,Nithin Gowda,33,M
8643,Ranganath Belagavi,49,M
8643,Rachana Bandi,64,F
8645,Divya Murthy,43,F
8645,Vidya Kattimani,65,F
8646,Shivakumar Bhat,52,M
8647,Ranganath Khan,38,M
8647,Hanumantha Kamath,41,M
8648,Omkar Naik,61,M
8649,Mamatha Shanbhag,27,F
8652,Noor Doddamani,18,F
8652,Pallavi Madiwalar,57,F
8653,Rachana Doddamani,41,F
8654,Darshan Khan,36,M
8654,Vinay Hegde,57,M
8655,Rizwan Bhat,50,M
8656,Nagaraj Hiremath,28,M
8656,Nandini Badiger,32,F
8658,Ganesh Lamani,16,M
8658,Zeenath Acharya,57,F
8659,Ganesh Lamani,51,M
8661,Sushma Murthy,45,F
8661,Mahesh Uppar,64,M
8662,Ishwarya Angadi,18,F
8663,Varun Kumar,23,M
8663,Indira Madiwalar,32,F
8666,Meena Lamani,29,F
8666,Pavan Jadhav,65,M
8667,Zameer Khan,31,M
8668,Sunitha Gowda,42,F
8668,Arun Kodagu,33,M
8669,Vani Madiwalar,34,F
8670,Noor Shanbhag,22,F
8675,Pavan Gowda,39,M
8676,Puneeth Mudaliar,31,M
8676,Anil Hadimani,64,M
8677,Basavaraj Hadimani,46,M
8679,Gayathri Rao,52,F
8679,Devaraj Badiger,52,M
8681,Harini Kattimani,19,F
8681,Anil Shanbhag,57,M
8684,Varun Hadimani,25,M
8684,Rizwan Kumar,33,M
8685,Netravati Belagavi,46,F
8686,Devaraj Shetty,34,M
8686,Divya Rai,30,F
8688,Dinesh Murthy,56,M
8688,Deepa Suvarna,48,F
8689,Reshma Uppar,47,F
8689,Krishna Reddy,23,M
8690,Ruksana Doddamani,28,F
8690,Basavaraj Pawar,58,M
8691,Puneeth Wali,44,M
8692,Nithin Kattimani,22,M
8694,Kavya Uppar,45,F
8694,Puneeth Belagavi,35,M
8695,Yashwanth Iyer,21,M
8695,Omkar Iyer,64,M
8696,Chaitra Angadi,53,F
8697,Divya Salian,22,F
8697,Nagaraj Iyer,70,M
8698,Pallavi Devadiga,58,F
8698,Farhan Gaonkar,47,M
8699,Varun Kumar,34,M
8699,Tanveer Kumar,51,M
8700,Anitha Hiremath,26,F
8700,Kiran Naik,28,M
8701,Sushma Naik,49,F
8701,Waseem Devadiga,41,M
8702,Pavan Kulkarni,28,M
8702,Kavya Kodagu,49,F
8703,Pavan Doddamani,22,M
8703,Savitha Pawar,58,F
8704,Rizwan Devadiga,20,M
8705,Rizwan Salian,53,M
8705,Noor Pujari,17,F
8706,Noor Belagavi,40,F
8706,Waseem Bandi,60,M
8707,Shivakumar Wali,32,M
8707,Chetan Uppar,32,M
8708,Zameer Gaonkar,42,M
8709,Balaji Suvarna,28,M
8709,Ishwarya Uppar,58,F
8710,Waseem Badiger,69,M
8713,Akshata Kamath,65,F
8714,Kamala Doddamani,42,F
8716,Yogesh Gowda,43,M
8716,Pallavi Khan,29,F
8717,Pooja Pawar,19,F
8717,Imran Patil,52,M
8718,Farhan Rai,32,M
8718,Kamala Murthy,38,F
8721,Sabiha Acharya,59,F
8721,Shwetha Acharya,55,F
8723,Karthik Khan,21,M
8723,Kalpana Nayaka,50,F
8724,Gopal Bandi,24,M
8725,Noor Angadi,65,F
8726,Fatima Gaonkar,58,F
8727,Chaitra Reddy,39,F
8727,Imran Sharma,54,M
8728,Karthik Shanbhag,66,M
8729,Nandini Talawar,49,F
8729,Bhavya Patil,19,F
8731,Rekha Kodagu,59,F
8732,Rizwan Gowda,67,M
8733,Indira Iyer,47,F
8735,Tanveer Murthy,49,M
8735,Ramesh Kattimani,58,M
8736,Vijay Kodagu,41,M
8736,Tejaswini Shetty,40,F
8737,Uma Iyer,69,F
8738,Praveen Kulkarni,51,M
8740,Kalpana Suvarna,41,F
8742,Roopa Jadhav,23,F
8742,Kiran Naik,27,M
8743,Deepa Chavan,60,F
8744,Girish Rai,34,M
8745,Rekha Pujari,38,F
8745,Hanumantha Uppar,67,M
8747,Gopal Murthy,19,M
8748,Darshan Gowda,35,M
8749,Latha Kodagu,17,F
8749,Naveen Kattimani,16,M
8751,Chetan Lamani,27,M
8751,Lokesh Gaonkar,65,M
8752,Deepa Kumar,31,F
8752,Akshata Kumar,54,F
8753,Balaji Salian,69,M
8753,Sandeep Hadimani,17,M
8754,Salman Khan,17,M
8754,Triveni Kamath,44,F
8756,Ayesha Hadimani,31,F
8756,Thimmaiah Kattimani,18,M
8757,Pallavi Hadimani,54,F
8758,Uday Belagavi,24,M
8758,Ishwarya Khan,60,F
8759,Mohammed Shanbhag,16,M
8760,Yogesh Salian,49,M
8760,Zeenath Patil,16,F
8761,Ayesha Hegde,54,F
8761,Kiran Murthy,20,M
8764,Savitha Kamath,69,F
8764,Madhu Jadhav,56,M
8768,Anitha Doddamani,21,F
8768,Santosh Devadiga,65,M
8769,Nandini Kamath,22,F
8773,Srinivas Angadi,25,M
8773,Harini Nayaka,63,F
8774,Vani Kamath,31,F
8775,Prakash Gowda,16,M
8775,Padma Jadhav,35,F
8776,Chandru Patil,42,M
8778,Farhan Desai,27,M
8780,Kalpana Uppar,54,F
8781,Raghavendra Wali,25,M
8781,Sunitha Naik,62,F
8782,Girish Talawar,59,M
8782,Netravati Shanbhag,26,F
8783,Tejaswini Angadi,48,F
8783,Nandish Hegde,17,M
8784,Pooja Rao,70,F
8785,Vidya Rao,66,F
8790,Uday Madiwalar,26,M
8790,Rajesh Lamani,31,M
8791,Hanumantha Hiremath,27,M
8792,Omkar Kamath,30,M
8793,Madhu Jadhav,42,M
8794,Puneeth Belagavi,38,M
8794,Padma Pawar,65,F
8795,Gayathri Mudaliar,31,F
8797,Basavaraj Angadi,43,M
8797,Tanveer Patil,19,M
8799,Vidya Gaonkar,42,F
8799,Bhavya Sharma,62,F
8801,Anitha Iyer,67,F
8803,Chaitra Hiremath,55,F
8803,Nandini Desai,48,F
8805,Meena Iyer,35,F
8807,Kamala Devadiga,16,F
8807,Noor Doddamani,20,F
8810,Usha Gaonkar,24,F
8810,Deepa Talawar,18,F
8811,Kiran Kattimani,46,M
8811,Nithin Talawar,52,M
8812,Chaitra Shetty,49,F
8814,Ruksana Naik,67,F
8814,Netravati Shetty,69,F
8815,Chandana Khan,17,F
8815,Zameer Kamath,45,M
8816,Akshata Murthy,33,F
8816,Netravati Gaonkar,50,F
8819,Rachana Shetty,31,F
8820,Lakshmi Uppar,17,F
8822,Jagadish Shanbhag,31,M
8822,Vijay Murthy,16,M
8823,Noor Kodagu,57,F
8823,Omkar Belagavi,45,M
8824,Yashwanth Kulkarni,66,M
8830,Vijay Uppar,26,M
8830,Ganesh Lamani,48,M
8831,Raghavendra Jadhav,53,M
8831,Praveen Chavan,40,M
8832,Akshata Madiwalar,63,F
8832,Pooja Uppar,16,F
8834,Kalpana Jadhav,55,F
8834,Lalitha Pawar,56,F
8835,Mohammed Uppar,38,M
8836,Kalpana Rao,26,F
8836,Hemalatha Shanbhag,54,F
8838,Ananya Sharma,25,F
8838,Lalitha Naik,31,F
8840,Netravati Kamath,20,F
8841,Vidya Salian,70,F
8841,Lokesh Murthy,22,M
8845,Venkatesh Talawar,19,M
8846,Ganesh Jadhav,64,M
8846,Mamatha Kamath,69,F
8847,Abdul Kumar,70,M
8847,Manjula Rao,22,F
8848,Sunil Iyer,22,M
8848,Nandini Talawar,49,F
8852,Farhan Chavan,41,M
8853,Waseem Kumar,24,M
8854,Noor Bandi,37,F
8854,Lalitha Hegde,28,F
8855,Gayathri Jadhav,70,F
8855,Sushma Iyer,62,F
8857,Chaitra Chavan,56,F
8859,Uma Gaonkar,20,F
8859,Darshan Suvarna,34,M
8860,Suresh Reddy,39,M
8860,Hanumantha Kulkarni,30,M
8861,Hemalatha Pawar,39,F
8864,Farhan Kamath,45,M
8864,Naveen Mudaliar,54,M
8865,Bindu Mallya,68,F
8865,Jyothi Uppar,33,F
8868,Imran Kattimani,27,M
8868,Sushma Chavan,70,F
8869,Thimmaiah Desai,59,M
8869,Gowramma Acharya,34,F
8870,Basavaraj Gaonkar,46,M
8871,Hemalatha Iyer,36,F
8871,Puneeth Patil,50,M
8873,Shivakumar Pujari,19,M
8873,Latha Gowda,56,F
8875,Usha Doddamani,22,F
8875,Harish Angadi,50,M
8876,Thimmaiah Shetty,52,M
8877,Latha Nayaka,39,F
8877,Ramesh Doddamani,47,M
8884,Fatima Nayaka,62,F
8885,Ranganath Kamath,54,M
8885,Bharathi Bhat,47,F
8886,Darshan Naik,39,M
8886,Nandish Khan,62,M
8887,Sahana Kattimani,27,F
8888,Vani Mallya,46,F
8889,Rekha Mudaliar,21,F
8890,Uday Mallya,34,M
8890,Roopa Pawar,54,F
8891,Bindu Sharma,47,F
8894,Ruksana Hegde,50,F
8894,Usha Khan,64,F
8896,Roopa Hadimani,32,F
8896,Yashwanth Salian,42,M
8899,Ranganath Naik,26,M
8901,Naveen Nayaka,34,M
8903,Ayesha Angadi,36,F
8904,Kamala Sharma,69,F
8904,Nithin Angadi,27,M
8905,Savitha Madiwalar,29,F
8906,Nagaraj Mallya,57,M
8907,Dinesh Acharya,51,M
8907,Savitha Angadi,19,F
8908,Padma Sharma,18,F
8911,Jyothi Khan,44,F
8912,Bindu Naik,63,F
8912,Deepa Kamath,44,F
8913,Zameer Gowda,37,M
8914,Rajesh Pawar,68,M
8914,Naveen Bandi,29,M
8915,Krishna Reddy,44,M
8916,Chaitra Pawar,29,F
8918,Pavan Reddy,63,M
8918,Jagadish Shanbhag,70,M
8919,Sunitha Hegde,19,F
8919,Ananya Rai,36,F
8920,Umesh Pawar,18,M
8920,Ananya Jadhav,32,F
8921,Vinay Bandi,56,M
8921,Divya Badiger,69,F
8922,Noor Reddy,66,F
8924,Venkatesh Rao,35,M
8926,Rizwan Kumar,70,M
8926,Eshwar Bandi,53,M
8927,Yashoda Gowda,68,F
8929,Bhavya Kodagu,24,F
8929,Fatima Patil,67,F
8931,Mahesh Suvarna,37,M
8931,Noor Talawar,22,F
8932,Devaraj Madiwalar,28,M
8933,Sushma Iyer,51,F
8933,Santosh Acharya,38,M
8934,Divya Rai,40,F
8935,Ruksana Kulkarni,22,F
8935,Gopal Shetty,68,M
8936,Srinivas Suvarna,46,M
8937,Mamatha Hadimani,42,F
8939,Tejaswini Murthy,27,F
8940,Lalitha Khan,25,F
8940,Ananya Shanbhag,18,F
8941,Prakash Badiger,65,M
8941,Manjunath Hegde,63,M
8943,Anitha Pujari,39,F
8943,Bhavya Talawar,18,F
8945,Bharathi Hadimani,30,F
8953,Divya Devadiga,44,F
8953,Chandru Rai,68,M
8954,Deepika Belagavi,58,F
8955,Devaraj Nayaka,37,M
8957,Pavan Chavan,51,M
8958,Nandini Iyer,49,F
8959,Vinay Nayaka,28,M
8959,Sabiha Kumar,63,F
8960,Harini Badiger,63,F
8960,Deepika Naik,65,F
8964,Abdul Kumar,59,M
8964,Santosh Jadhav,58,M
8967,Mamatha Gowda,23,F
8968,Raghavendra Angadi,41,M
8968,Waseem Kodagu,34,M
8970,Yashoda Bandi,62,F
8971,Triveni Reddy,33,F
8974,Rekha Uppar,55,F
8975,Sunitha Shanbhag,18,F
8975,Uma Bandi,33,F
8976,Nandish Kodagu,41,M
8976,Fatima Kodagu,30,F
8977,Ramesh Wali,64,M
8978,Shivakumar Naik,34,M
8978,Mohammed Reddy,28,M
8979,Savitha Devadiga,33,F
8979,Zameer Rao,59,M
8981,Dhanya Iyer,42,F
8981,Devaraj Murthy,22,M
8982,Vinay Desai,64,M
8984,Deepa Devadiga,46,F
8985,Kalpana Pujari,70,F
8985,Anil Gaonkar,19,M
8986,Balaji Suvarna,44,M
8986,Pooja Khan,16,F
8987,Bhavya Rai,53,F
8987,Sharath Kamath,53,M
8991,Anitha Wali,21,F
8991,Eshwar Bhat,49,M
8993,Gowramma Doddamani,70,F
8994,Ravi Murthy,17,M
8994,Chetan Hegde,56,M
8995,Chetan Uppar,46,M
8996,Kalpana Naik,45,F
8996,Balaji Doddamani,24,M
8997,Srinivas Mudaliar,58,M
8998,Usha Mudaliar,33,F
8998,Nandini Desai,54,F
8999,Eshwar Bandi,58,M
9000,Jagadish Devadiga,44,M
9000,Ananya Mallya,20,F
9002,Fatima Reddy,21,F
9003,Mahesh Lamani,16,M
9004,Nagaraj Badiger,21,M
9004,Darshan Nayaka,67,M
9008,Nithin Rao,37,M
9008,Nithin Gowda,18,M
9009,Lalitha Sharma,17,F
9009,Reshma Naik,68,F
9011,Rizwan Hegde,46,M
9011,Lohith Khan,19,M
9013,Jyothi Murthy,43,F
9013,Ranganath Rao,56,M
9015,Naveen Mallya,38,M
9017,Jagadish Shanbhag,24,M
9018,Usha Naik,49,F
9020,Abdul Desai,16,M
9020,Bharathi Salian,68,F
9021,Thimmaiah Acharya,60,M
9021,Bhavya Gaonkar,25,F
9022,Ramesh Doddamani,18,M
